-5.210832411465453617e+00,-2.403103636957937272e+00,1.079672793899569383e+00,-2.712547205617381163e+00,-5.097317289016050079e-01,-1.907533713885270155e+00,-2.668021899824994936e+00,-1.976882161826589490e+00,-2.872383242967998296e+00,-1.090190970848288199e+00,-9.812773107994833266e-01,-2.522443981141411662e+00,-2.735179634015444949e-01,-3.178964927252156958e+00,-3.912812833315353345e+00,-6.515504568642320748e-01,-9.715584969853865438e-01,-6.633250262473269210e-01,-3.374984125565905657e+00,-2.556705413252090331e+00,5.342471033349655007e-01,-3.214714453271336314e+00,-2.227411501327364096e+00,-4.616526941175447263e+00,-3.241693768079711546e+00,-4.184641072160376396e+00,2.367383077340621256e+00,-5.397305524905791074e+00,-5.070407805774612697e+00,-6.655601512864327551e-01,-3.580376292468997246e+00,-6.895250169391526907e-01,-2.361109686799776952e+00,-2.915913039827183972e+00,-1.678684743141859670e+00,-1.937562718298048603e+00,-1.470039805794850052e+00,-2.168621230533011701e+00,4.947019969930448458e-01,-3.403961880060250245e+00,-2.272149939162920074e+00,6.207540633691752685e-01,-2.900816499814110050e-01,-1.459904152824951895e+00,-3.682167139659826560e+00,3.483567764095017449e-01,-2.759160114667776664e+00,-3.068611758179697890e+00,-2.295110766054046625e+00,5.057208576432771219e-01
-1.985209544081416810e+00,1.731278976476922971e+00,6.372672493657758785e+00,4.491812443231209429e+00,6.091020984871611255e+00,2.538485778828858397e+00,3.977199345876493819e+00,4.576338461975894667e+00,7.072117788821383755e+00,7.618232976668998901e+00,3.100294113278719177e+00,3.733610938632910603e+00,1.181803182351645193e-01,2.020784751764627796e+00,4.061407726877959590e+00,-5.990345826066980628e-01,5.820746161055122769e+00,4.861383325659664578e+00,2.305602369309973643e+00,1.663636999134130434e+00,3.526027293072556912e+00,5.419393632377321524e+00,2.054241325991591705e+00,8.196399988535461034e-01,2.482889734681660077e+00,2.920847997009195396e+00,4.755329945253205182e+00,1.319198648554620767e+00,1.460485418270283553e+00,4.329089552925417195e+00,2.035020419690001248e+00,3.409681190498526693e+00,4.828829191909695395e-01,3.962006393684874617e+00,3.168353941715134958e+00,3.810015113559622080e+00,6.254269140308865715e-01,3.572513936274198887e+00,4.370560335310913480e+00,6.852027741869232358e+00,2.392035467142445082e+00,2.630892912994431843e+00,4.588393574729911606e+00,6.291433704708013330e+00,3.060314841853179146e+00,3.783889588501101908e+00,2.814081911586812090e+00,3.814711924898078088e+00,4.528463631277854340e+00,4.985676839010874106e-01
-6.224309762716150551e+00,-4.285033879119076516e+00,-3.505678182583195746e+00,-5.646637730072253447e+00,-5.396285514121957227e+00,-4.977301422663453323e+00,-4.065902350409263732e+00,-6.869252339917374606e+00,-4.881145487361717272e+00,-4.926003570070946580e+00,-3.637747486661032870e+00,-6.165432969372872662e+00,-4.548205006078770651e+00,-2.443135573598528065e+00,-2.546549429494105787e+00,-3.335794872374115538e+00,-5.791423926656532828e+00,-5.774770436219827552e+00,-3.718195143699328131e+00,-3.672330022834005003e+00,-4.214021707213298384e+00,-3.422223194268926516e+00,-4.025159111730764572e+00,-3.409724440169116910e+00,-2.178425615903494261e+00,-1.439923491320276527e+00,-2.748482849231493219e+00,-4.328174428227348436e+00,-2.577893198734074076e+00,-1.508933668951718765e+00,-3.074146444073798001e+00,-3.560680629377374729e+00,-1.391338673655604596e+00,-4.892408254892234076e+00,-4.273042385603882387e+00,-3.824676751840179190e+00,-3.465001588856657655e+00,-5.268671750049963798e+00,-2.739619706738270377e+00,-5.033960065864921951e+00,-2.144987209943304052e+00,-1.518106092698564114e+00,-2.442994015522614415e+00,-5.019869881285646152e+00,-4.059327267136620065e+00,-4.539590962487269898e+00,-5.408208976284306857e+00,-2.751075859106186350e+00,-2.022698859837030128e+00,-4.681561055105936120e+00
2.959073864799592446e+00,6.007492617322925277e+00,2.466792239290791944e+00,4.050277710096175987e+00,2.326794208291711019e+00,3.172525681312533319e+00,4.842971931526380835e+00,2.526536176062959438e+00,1.826795911520924909e+00,1.984644118957896275e+00,1.256037879854230654e+00,1.222596365328082912e+00,2.006919959857607516e+00,5.674192130442923698e+00,9.821743122071885379e-01,-1.950687819649787533e-02,1.080127163668510581e+00,4.828026774793031883e+00,-1.136120703162143641e+00,2.184614395695703148e+00,1.900973569718791001e-01,1.400495759939538454e+00,-1.355631308237882360e-01,1.702572493578248469e+00,1.153835760673117106e+00,4.989376772833706286e-01,3.211772570838616225e+00,2.944392451457988003e+00,1.426034439788935071e+00,3.283606873507394219e+00,1.483592500554215876e+00,3.927718677368341460e-01,7.791745555945248647e-01,1.681442059584813409e+00,4.233773090650625015e+00,2.937736823351491111e+00,3.981983009774656246e+00,2.740023812061596065e+00,4.461051645042901193e+00,5.496962530207276210e+00,2.640370842347018687e+00,1.778118453779252706e+00,4.518894611417782592e+00,6.369430136251730268e-01,2.805370269660865112e+00,6.438550229443369410e-01,3.198609975613524892e+00,3.726411544288762201e+00,2.776052400494876116e-01,3.384653501080312932e+00
-4.846543051546453817e+00,-1.637942409538629018e+00,-6.043692107179139406e+00,-6.040933475597282332e+00,-6.582908273700193824e+00,-5.085674074078490925e+00,-4.442088309100766796e-01,-6.220700766792134573e+00,-4.126422733607676641e+00,-4.768791929242937933e+00,-8.724312055060374771e-01,-3.505599262674606642e+00,-4.356609422175225177e+00,-5.076233034108866171e+00,-2.132822025938624133e+00,-1.864225574779853067e+00,-5.418172431690791768e+00,-1.316471262426619493e+00,-3.235649693341467792e+00,-4.144215751644749091e+00,-5.698560865265692499e+00,-2.295513537222010569e+00,-5.943062361728775889e-01,-5.397982642042347123e-01,-3.094665522813142999e+00,-6.593114598593325049e+00,-6.970909989850018640e+00,-1.105067949445504683e+00,-4.073904607619173390e+00,-5.570642358531409322e+00,-1.824236491569971808e+00,-1.595132069733883551e+00,-4.310887532409842571e+00,-3.546498484614472702e+00,-6.666126812999608298e+00,-4.777781463578254062e+00,-3.904819858369179997e+00,-4.482346036180387294e+00,-3.059899613979526922e+00,-5.173581035773042736e+00,-2.891753803292826497e+00,-1.571744846536443418e+00,-4.574176031692633870e+00,-3.097367953833115362e+00,-5.944131751561220867e+00,-1.821956353301718456e+00,-4.054361288371356231e+00,-6.054897657519458853e+00,-4.113127789488849828e+00,-1.783038653701852105e+00
5.459587617866338505e+00,2.333700158215689324e+00,8.161671502398289979e-01,4.800012188915540712e+00,3.465501449633261455e+00,7.026021323995845336e+00,-3.571839293774573543e-01,1.530732076663328556e+00,1.847769984289381107e+00,-3.031005494839618675e-01,7.405756180269393862e-01,-8.182248324955123664e-01,4.646751911817442071e+00,-4.572993148827204091e-01,3.495397965582167199e+00,5.587090819756229010e+00,3.528826489662616250e+00,-3.874230363760517576e-02,4.423159398522630958e+00,3.025599093071227319e+00,4.338450144028350941e+00,-1.547067676167459993e+00,3.610440188219836255e+00,1.794203837186234995e+00,6.664318380909107775e-01,1.481893886890707224e+00,8.621067531069375178e-01,4.461394973098539829e+00,3.819133011567235059e+00,4.670618438293278274e+00,3.467437989301378032e+00,1.196440182344587377e+00,2.492406491429188797e+00,-3.692032288399040851e-01,6.973545025487221105e-01,1.835942456244370025e+00,4.596066334959843402e+00,2.583087815517314922e+00,-1.315387747729088286e+00,-1.718213118401440420e+00,2.139747542057576446e+00,3.351821129628368201e+00,3.931898382477724940e+00,-9.897719981568552372e-01,1.563016423998317306e+00,1.284658798902185595e+00,7.345599399562163789e-01,1.529205412833699596e+00,5.271091989505950481e-01,1.321586499895751832e+00
5.770021644350278867e-02,2.838252615083892705e-01,-7.992114335230128930e+00,7.919097600927545999e-01,1.374871204351288512e+00,-4.050067051928692763e+00,-9.593652004276932432e-01,-4.369520970679895200e+00,-1.062255265867157794e+00,-1.206649279570891631e+00,9.018782152908214611e-01,-4.629271149029775545e-01,-4.338224199410285919e+00,-2.301438830564674021e+00,-9.682448635211173826e-01,-2.864291445219385057e+00,-1.950573634706393777e+00,-7.400454792673437643e-01,-7.512467622402043688e+00,-1.426552464499571515e+00,-1.219976216511267225e-01,-2.342832026890063091e+00,-2.340654088468480776e+00,-3.783354281430665100e+00,-5.629126758445964995e+00,-1.895276760514496006e+00,-2.030192193282080559e+00,-1.436237386803301375e+00,-2.482506774203238731e+00,-7.027929190011215965e+00,3.292395065698819345e-01,-2.969356716633338777e+00,-4.713426295217490569e+00,-3.685341432562213360e+00,-9.995021284691393282e-01,-5.554289663878940964e+00,-1.342844874796291998e+00,-3.167109077392125993e+00,2.834261329567839827e-01,-9.326341448803034950e-01,1.113516585881705323e+00,-3.698031191365959369e+00,-4.725584513744376935e-01,-3.975733949111225130e+00,7.951755265590095823e-01,-2.905827709033276030e+00,-5.690743375524053960e+00,-3.613348254088704969e+00,1.458658309839332645e+00,-1.657865752275836213e+00
6.624443283049396669e+00,2.335202753501740780e+00,5.385510905735397813e+00,4.810415227033838725e+00,5.955451274412756568e+00,3.433189089573811970e+00,4.798311028461698768e+00,6.496812906395836862e+00,4.806624072024091809e+00,3.021467922118707072e+00,4.547491889894778261e+00,5.449869775702813612e+00,4.010049861338155885e+00,8.100292401642374074e+00,6.017765159963734956e-01,1.997698329375146242e+00,2.514505170176216442e+00,4.742610903435481973e+00,2.530777266459237840e+00,2.454833567134911743e+00,2.140914573394641973e+00,5.344608546298025509e+00,4.627199277619982176e+00,6.382450006446311885e-01,6.300069025227313269e+00,6.083150457930567079e+00,2.891777531862476103e+00,2.178111682897360346e+00,5.530215494634986850e-01,3.010345734631835857e+00,4.999807545761819405e+00,5.100726971642520979e+00,4.257392517228574924e+00,6.746324548322626846e+00,5.359781766089991351e+00,3.411561900548992110e+00,-3.571917546354599904e-01,7.410438043825865684e+00,4.059216063058508794e+00,7.362250522988058599e+00,5.620534647043633036e+00,4.624797519001641710e+00,3.915828660461663446e+00,7.440352732608238817e+00,3.838529547166556366e+00,4.171344208714842239e+00,3.376183056845142971e+00,7.294441607628095348e+00,2.626947662092379510e+00,7.051794677134716416e+00
1.651166584167358842e+00,2.341872562891443632e+00,3.837132044229369043e+00,1.556631058659488365e-01,2.070835975211053448e+00,5.425068911659868931e+00,1.842336430923324997e+00,3.573826440669308546e+00,3.796780187797043737e+00,4.510960927853783886e+00,2.372365512324919212e+00,2.252879580713316621e+00,-6.130313583210230677e-01,1.906174683936211478e+00,-8.363077034838352353e-02,4.131258946327477588e+00,9.039000834723986966e-01,-1.910874135577095012e-01,3.360194731864491136e+00,-1.357289511810022109e+00,6.959427930978563381e-01,4.093050342080448267e+00,2.654607690977392132e+00,6.241464778410538372e+00,4.877338241348960324e+00,1.604847015482507633e+00,3.894671524849515620e+00,-1.006342987418731072e+00,-1.952704211492941877e-01,1.305806474735800693e+00,1.601851039071062521e+00,2.352762451761725604e+00,7.185031294622092890e-01,3.554280670886325044e+00,2.252056378475810305e+00,1.867013637584027164e+00,3.862907175248616043e-01,1.732158286192046370e+00,-2.458360302019153010e-01,1.884277966785458558e+00,3.218224085513996524e+00,2.091652397406944086e+00,-1.578536058010843526e-02,4.607896546524131942e+00,-9.335386754049251889e-01,2.830642250919405800e+00,3.334603417618824395e-01,4.013460935938255147e+00,2.003047804335381432e+00,4.422243566162704198e+00
4.686883690937228231e+00,4.230920868614221675e+00,6.272352185267174640e+00,6.420115988029588827e+00,3.359584978814102563e+00,6.939756824458143569e+00,4.538645639569869772e+00,8.142322192986267027e+00,6.887207489230406487e+00,5.389150852988183082e+00,5.197065430565599442e+00,5.886382001383405616e+00,5.024597364954260570e+00,4.982618180198790547e+00,5.783755894030103484e+00,4.287244824043004776e+00,6.239222245620797302e+00,5.959256735056012388e+00,7.767718030572747345e+00,4.439234901305947112e+00,5.684939029709225267e+00,6.347427334187199399e+00,6.499503281803151289e+00,5.821712769178428282e+00,4.346357948803211357e+00,8.478074063065589527e+00,3.220499616881882687e+00,5.717476479963790936e+00,6.530530431101943201e+00,6.420983782640420579e+00,4.709020063747184182e+00,5.899643648404533813e+00,5.515783189560021782e+00,7.804293589472140802e+00,3.262856519595569438e+00,5.349124275564665965e+00,1.778167692176469306e+00,5.743304303983047809e+00,4.508014560586479647e+00,5.535748101797511644e+00,7.047322180683964987e+00,6.487486725713188740e+00,5.464169174507270021e+00,5.098950282929744837e+00,5.735962912733048924e+00,5.351394179728413469e+00,4.535476446183553279e+00,4.230232195204663093e+00,5.819798554193949869e+00,8.708157325886689559e-01
